seed,release,target,split,audit_budget,independent_loss,independent_candidate,independent_epoch,pooled_loss,pooled_candidate,pooled_epoch,catchup_loss,catchup_candidate,catchup_epoch,saved_loss,saved_candidate,saved_epoch
0,E_bank,RAC1P,development_evaluation_person_weighted,360,1.229363120300978,mlp_1,40,1.229363120300978,mlp_1,40,,,,,,
0,S_bank,SEX,validation,120,0.681585187297104,mlp_0,105,0.681585187297104,mlp_0,105,,,,,,
0,S_bank,SEX,validation,360,0.6802692090461149,mlp_0,195,0.6802692090461149,mlp_0,195,,,,,,
0,S_bank,SEX,development_evaluation,120,0.6860697606611668,mlp_0,105,0.6860697606611668,mlp_0,105,,,,,,
0,S_bank,SEX,development_evaluation,360,0.6879515439177577,mlp_0,195,0.6879515439177577,mlp_0,195,,,,,,
0,S_bank,SEX,validation_person_weighted,120,0.6804712788653774,mlp_0,105,0.6804712788653774,mlp_0,105,,,,,,
0,S_bank,SEX,validation_person_weighted,360,0.6794794049685857,mlp_0,195,0.6794794049685857,mlp_0,195,,,,,,
0,S_bank,SEX,development_evaluation_person_weighted,120,0.685089189588365,mlp_0,105,0.685089189588365,mlp_0,105,,,,,,
0,S_bank,SEX,development_evaluation_person_weighted,360,0.6862100983157529,mlp_0,195,0.6862100983157529,mlp_0,195,,,,,,
0,S_bank,RAC1P,validation,120,1.2591842500730401,mlp_1,120,1.2591842500730401,mlp_1,120,,,,,,
0,S_bank,RAC1P,validation,360,1.2579026024215825,mlp_1,220,1.2579026024215825,mlp_1,220,,,,,,
0,S_bank,RAC1P,development_evaluation,120,1.2669891118226173,mlp_1,120,1.2669891118226173,mlp_1,120,,,,,,
0,S_bank,RAC1P,development_evaluation,360,1.264254629074477,mlp_1,220,1.264254629074477,mlp_1,220,,,,,,
0,S_bank,RAC1P,validation_person_weighted,120,1.2639015064249377,mlp_1,120,1.2639015064249377,mlp_1,120,,,,,,
0,S_bank,RAC1P,validation_person_weighted,360,1.2642887397870881,mlp_1,220,1.2642887397870881,mlp_1,220,,,,,,
0,S_bank,RAC1P,development_evaluation_person_weighted,120,1.2343076729089517,mlp_1,120,1.2343076729089517,mlp_1,120,,,,,,
